Date,Open,High,Low,Close,chance_price,percent_change,Volume
2024-02-21,37580.48,38162.37,37435.01,37822.94,100,0,15286200
2024-02-20,37628.97,37822.94,37338.03,37725.96,0,0,12296200
2024-02-19,37386.52,37871.43,37289.54,37725.96,400,0.01,16794301
2024-02-16,37338.03,37531.99,36756.14,37338.03,100,0,8418830
2024-02-15,36368.21,37774.45,36319.72,37241.05,1100,0.03,15968500
2024-02-07,34719.52,36174.25,34719.52,36174.25,1650,0.05,12522200
2024-02-06,34574.04,35107.44,34525.55,34574.04,150,0,4271900
2024-02-05,33410.26,34913.48,33361.77,34428.57,1350,0.04,10088900
2024-02-02,32973.84,33410.26,32973.84,33119.32,0,0,9735169
2024-02-01,33410.26,33604.23,32973.84,33119.32,-400,-0.01,10924100
2024-01-31,34137.63,34186.12,33361.77,33507.24,-650,-0.02,9833332
2024-01-30,34040.64,34186.12,33652.72,34137.63,-50,0,5823800
2024-01-29,34380.08,34574.04,34137.63,34186.12,-150,0,7209100
2024-01-26,33992.15,34428.57,33943.66,34331.59,400,0.01,3502200
2024-01-25,34186.12,34186.12,33846.68,33943.66,-250,-0.01,5597400
2024-01-24,34186.12,34477.06,34186.12,34186.12,-200,-0.01,4103000
2024-01-23,34428.57,34913.48,34331.59,34380.08,500,0.01,14222900
2024-01-22,34234.61,34234.61,33652.72,33895.17,0,0,5755900
2024-01-19,33555.73,34089.13,33458.75,33895.17,550,0.02,8298400
2024-01-18,33216.3,33555.73,33022.33,33361.77,350,0.01,6235400
2024-01-17,33119.32,33604.23,32973.84,33022.33,-100,0,5116201
2024-01-16,33070.82,33167.81,32779.88,33119.32,-150,0,6462900
2024-01-15,33652.72,33749.7,33264.79,33264.79,-350,-0.01,6948100
2024-01-12,32828.37,33652.72,32537.42,33604.23,500,0.01,11986800
2024-01-11,33264.79,33555.73,32779.88,33119.32,-250,-0.01,10797500
2024-01-10,33507.24,33652.72,33216.3,33361.77,-100,0,7474800
2024-01-09,32973.84,33458.75,32779.88,33458.75,400,0.01,7835500
2024-01-08,32488.93,33119.32,32343.46,33070.82,900,0.03,12433800
2024-01-05,32101.01,32391.95,32004.02,32197.99,100,0,3569900
2024-01-04,31616.1,32634.41,31567.61,32101.01,500,0.02,12498900
2024-01-03,30937.22,31616.1,30888.73,31616.1,500,0.02,6115500
2024-01-02,30937.22,31276.66,30840.24,31131.19,300,0.01,9675101
2023-12-29,30743.26,30985.71,30549.3,30840.24,300,0.01,4698200
2023-12-28,29967.4,30694.77,29967.4,30549.3,650,0.02,8714400
2023-12-27,29918.91,30209.86,29918.91,29918.91,50,0,10495600
2023-12-26,29918.91,30064.39,29821.93,29870.42,-150,0,4811958
2023-12-25,29870.42,30064.39,29676.46,30015.9,350,0.01,2592700
2023-12-22,29579.48,29870.42,29530.99,29676.46,-50,0,6112300
2023-12-21,29385.51,29724.95,29240.04,29724.95,300,0.01,2817084
2023-12-20,29385.51,29627.97,29240.04,29434,-250,-0.01,9530022
2023-12-19,29094.57,29676.46,28900.6,29676.46,550,0.02,2189500
2023-12-18,29676.46,29724.95,29143.06,29143.06,-550,-0.02,27007000
2023-12-15,29627.97,29870.42,29482.49,29676.46,50,0,2263100
2023-12-14,29870.42,29918.91,29627.97,29627.97,50,0,21807200
2023-12-13,30209.86,30209.86,29579.48,29579.48,-550,-0.02,7513000
2023-12-12,29918.91,30112.88,29821.93,30112.88,200,0.01,38667700
2023-12-11,30015.9,30064.39,29724.95,29918.91,-100,0,6438500
2023-12-08,29918.91,30064.39,29676.46,30015.9,100,0,32080286
2023-12-07,29627.97,30112.88,29385.51,29918.91,450,0.01,7894300
2023-12-06,29094.57,29579.48,29094.57,29482.49,350,0.01,36631003
2023-12-05,29337.02,29385.51,28997.59,29143.06,-150,0,8053500
2023-12-04,28900.6,29579.48,28900.6,29288.53,450,0.02,23531001
2023-12-01,28706.64,28949.09,28464.19,28852.11,250,0.01,10030310
2023-11-30,28852.11,29143.06,28609.66,28609.66,-400,-0.01,21501667
2023-11-29,28997.59,29385.51,28706.64,28997.59,-50,0,3808700
2023-11-28,28415.69,29046.08,27930.78,29046.08,650,0.02,33980300
2023-11-27,29046.08,29046.08,28415.69,28415.69,-750,-0.02,3115170
2023-11-24,29434,29676.46,28561.17,29143.06,-350,-0.01,20532600
2023-11-23,30258.35,30355.33,29482.49,29482.49,-550,-0.02,5988602
2023-11-22,29967.4,30064.39,29724.95,30015.9,150,0,7286200
2023-11-21,30403.82,30403.82,29870.42,29870.42,-200,-0.01,3972000
2023-11-20,29579.48,30306.84,29530.99,30064.39,-150,0,9756400
2023-11-17,30743.26,30985.71,29773.44,30209.86,-550,-0.02,5427600
2023-11-16,30549.3,30840.24,30549.3,30743.26,150,0,8787900
2023-11-15,31034.21,31228.17,30549.3,30597.79,50,0,3671500
2023-11-14,30209.86,30791.75,29967.4,30549.3,600,0.02,8863701
2023-11-13,30355.33,30355.33,29724.95,29967.4,-150,0,4832300
2023-11-10,30258.35,30549.3,29773.44,30112.88,-450,-0.01,5654300
2023-11-09,30888.73,30985.71,30355.33,30549.3,-300,-0.01,4253500
2023-11-08,29676.46,30937.22,29288.53,30840.24,1200,0.04,4180400
2023-11-07,29676.46,30015.9,29530.99,29676.46,-400,-0.01,7510200
2023-11-06,29870.42,30064.39,29385.51,30064.39,0,0,3551401
2023-11-03,29046.08,30064.39,28658.15,30064.39,1650,0.06,8122701
2023-11-02,27930.78,28706.64,27639.84,28464.19,1150,0.04,4755900
2023-11-01,27445.88,27591.35,26621.53,27348.89,500,0.02,4760300
2023-10-31,27348.89,27639.84,26379.07,26863.98,-400,-0.01,7146400
2023-10-30,28318.71,28367.2,27251.91,27251.91,-1450,-0.05,13042400
2023-10-27,29094.57,29482.49,28221.73,28658.15,-250,-0.01,7556032
2023-10-26,29870.42,30015.9,28318.71,28900.6,-1400,-0.04,8302000
2023-10-25,30258.35,30646.28,30258.35,30258.35,-150,0,2422800
2023-10-24,30403.82,30840.24,30112.88,30403.82,450,0.01,5764400
2023-10-23,30161.37,30549.3,29579.48,29967.4,-200,-0.01,7762400
2023-10-20,29773.44,30452.31,29627.97,30161.37,450,0.01,4241600
2023-10-19,30306.84,30452.31,29724.95,29724.95,-600,-0.02,4644100
2023-10-18,30791.75,30840.24,30064.39,30306.84,-500,-0.02,5367400
2023-10-17,30985.71,31228.17,30791.75,30791.75,-50,0,3691900
2023-10-16,31082.7,31325.15,30840.24,30840.24,-400,-0.01,3236501
2023-10-13,31422.13,31470.62,31034.21,31228.17,-300,-0.01,2567100
2023-10-12,31713.08,31858.55,31519.11,31519.11,-100,0,3654200
2023-10-11,31664.59,31664.59,31325.15,31616.1,100,0,5099800
2023-10-10,31325.15,31664.59,31276.66,31519.11,400,0.01,4449800
2023-10-09,31131.19,31179.68,30937.22,31131.19,50,0,4452000
2023-10-06,30791.75,31276.66,30646.28,31082.7,250,0.01,4234001
2023-10-05,31373.64,31616.1,30840.24,30840.24,-450,-0.01,6684100
2023-10-04,31276.66,31664.59,31034.21,31276.66,-250,-0.01,3019749
2023-10-03,31907.04,31907.04,30937.22,31519.11,-650,-0.02,8787900
2023-10-02,32634.41,32634.41,32004.02,32149.5,-500,-0.01,8128202
2023-09-29,32488.93,32682.9,32101.01,32634.41,0,0,3095120
2023-09-28,31616.1,32876.86,30888.73,32634.41,1050,0.03,6603381
2023-09-27,31276.66,31616.1,31276.66,31616.1,200,0.01,4000812
2023-09-26,31810.06,32004.02,31422.13,31422.13,-400,-0.01,6317299
2023-09-25,32973.84,33167.81,31761.57,31810.06,-1200,-0.04,5156978
2023-09-22,32925.35,33216.3,32391.95,32973.84,-300,-0.01,12694590
2023-09-21,33313.28,33458.75,32973.84,33264.79,-50,0,6999832
2023-09-20,32876.86,33458.75,32828.37,33313.28,450,0.01,5220014
2023-09-19,33264.79,33313.28,32779.88,32876.86,-200,-0.01,16640722
2023-09-18,33798.19,33943.66,32973.84,33070.82,-800,-0.02,23416657
2023-09-15,34040.64,34428.57,33846.68,33846.68,0,0,8669371
2023-09-14,34040.64,34671.03,33846.68,33846.68,-100,0,7875756
2023-09-13,34331.59,34380.08,33798.19,33943.66,-300,-0.01,6537671
2023-09-12,33507.24,34234.61,33361.77,34234.61,750,0.02,20563256
2023-09-11,34525.55,34525.55,33410.26,33507.24,-800,-0.02,11825704
2023-09-08,34768.01,34816.5,34283.1,34283.1,-400,-0.01,50488650
2023-09-07,34186.12,35058.95,34040.64,34671.03,550,0.02,9232017
2023-09-06,33992.15,34283.1,33798.19,34137.63,200,0.01,7869410
2023-09-05,33749.7,34089.13,33701.21,33943.66,500,0.01,45578080
2023-08-31,33070.82,33458.75,33070.82,33458.75,500,0.01,4121703
2023-08-30,32973.84,33264.79,32876.86,32973.84,100,0,4288504
2023-08-29,32973.84,33216.3,32731.39,32876.86,-100,0,8887312
2023-08-28,32828.37,33070.82,32585.92,32973.84,350,0.01,4084357
2023-08-25,32682.9,32828.37,32391.95,32634.41,-150,0,5298240
2023-08-24,32488.93,32925.35,32391.95,32779.88,600,0.02,5896068
2023-08-23,32973.84,33167.81,32197.99,32197.99,100,0,9601363
2023-08-22,31761.57,32101.01,30937.22,32101.01,350,0.01,19389151
2023-08-21,31519.11,31955.53,31131.19,31761.57,250,0.01,5605922
2023-08-18,33507.24,33507.24,31470.62,31519.11,-2200,-0.06,13569921
2023-08-17,34234.61,34234.61,33652.72,33652.72,-600,-0.02,8058795
2023-08-16,32973.84,34283.1,32925.35,34234.61,1250,0.04,16230116
2023-08-15,32876.86,33361.77,32828.37,33022.33,250,0.01,4652930
2023-08-14,32731.39,32779.88,32440.44,32779.88,150,0,5118601
2023-08-11,32537.42,32779.88,32101.01,32634.41,150,0,5978710
2023-08-10,32973.84,33022.33,32488.93,32488.93,-500,-0.01,6276126
2023-08-09,33022.33,33167.81,32779.88,32973.84,0,0,5138624
2023-08-08,33361.77,33458.75,32925.35,32973.84,-350,-0.01,6450455
2023-08-07,33167.81,33410.26,32973.84,33313.28,750,0.02,6217926
2023-08-04,32634.41,33167.81,32440.44,32585.92,100,0,13250555
2023-08-03,32973.84,33022.33,32488.93,32488.93,-400,-0.01,4707605
2023-08-02,32876.86,33070.82,32731.39,32876.86,-100,0,5571570
2023-08-01,33555.73,33555.73,32973.84,32973.84,-300,-0.01,9724685
2023-07-31,33070.82,33555.73,32973.84,33264.79,500,0.01,7942073
2023-07-28,32052.52,32779.88,32004.02,32779.88,700,0.02,10561221
2023-07-27,32343.46,32440.44,31713.08,32101.01,-350,-0.01,8128224
2023-07-26,32488.93,32537.42,32197.99,32440.44,-50,0,8183387
2023-07-25,31810.06,32779.88,31713.08,32488.93,1050,0.03,13503325
2023-07-24,31470.62,31519.11,31179.68,31470.62,-50,0,8763617
2023-07-21,30888.73,31325.15,30888.73,31325.15,400,0.01,5299433
2023-07-20,31422.13,31422.13,30840.24,30937.22,-400,-0.01,5672297
2023-07-19,31664.59,31907.04,31276.66,31325.15,0,0,7243667
2023-07-18,30937.22,31325.15,30840.24,31325.15,400,0.01,8522072
2023-07-17,31131.19,31131.19,30840.24,30937.22,-50,0,7475283
2023-07-14,31228.17,31228.17,30743.26,30985.71,0,0,4658332
2023-07-13,30743.26,31034.21,30694.77,30985.71,300,0.01,8552666
2023-07-12,30937.22,31034.21,30646.28,30694.77,-300,-0.01,7080349
2023-07-11,31228.17,31373.64,30985.71,30985.71,-50,0,5801267
2023-07-10,31034.21,31131.19,30743.26,31034.21,450,0.01,6769551
2023-07-07,30549.3,30840.24,30355.33,30597.79,0,0,3419366
2023-07-06,30985.71,31082.7,30258.35,30597.79,-400,-0.01,6751249
2023-07-05,31179.68,31422.13,30985.71,30985.71,-50,0,16601966
2023-07-04,31034.21,31131.19,30888.73,31034.21,0,0,5381749
2023-07-03,31713.08,31713.08,31034.21,31034.21,-350,-0.01,4321484
2023-06-30,31664.59,31810.06,31373.64,31373.64,-300,-0.01,2763249
2023-06-29,32294.97,32391.95,31664.59,31664.59,-650,-0.02,3912183
2023-06-28,31955.53,32294.97,31761.57,32294.97,350,0.01,4654832
2023-06-27,32294.97,32391.95,31907.04,31955.53,-350,-0.01,4014085
2023-06-26,31907.04,32294.97,31567.61,32294.97,400,0.01,4296332
2023-06-23,31664.59,32246.48,31567.61,31907.04,300,0.01,7792983
2023-06-22,31907.04,32149.5,31616.1,31616.1,100,0,7451949
2023-06-21,31179.68,31519.11,31131.19,31519.11,350,0.01,6065966
2023-06-20,31228.17,31276.66,30985.71,31179.68,50,0,5691950
2023-06-19,31567.61,31567.61,30985.71,31131.19,-450,-0.01,9057466
2023-06-16,31664.59,32440.44,31519.11,31567.61,-100,0,8283149
2023-06-15,31616.1,31907.04,31422.13,31664.59,50,0,4092466
2023-06-14,32004.02,32440.44,31567.61,31616.1,-200,-0.01,9898534
2023-06-13,31713.08,31907.04,31422.13,31810.06,100,0,19778035
2023-06-12,31276.66,31858.55,30937.22,31713.08,300,0.01,5536534
2023-06-09,30840.24,31519.11,30646.28,31422.13,650,0.02,12590934
2023-06-08,31713.08,31761.57,30791.75,30791.75,-850,-0.03,6363634
2023-06-07,31567.61,31761.57,31228.17,31616.1,-100,0,8905234
2023-06-06,30937.22,31713.08,30791.75,31713.08,800,0.03,8438000
2023-06-05,31470.62,31810.06,30937.22,30937.22,-300,-0.01,7139202
2023-06-02,29870.42,31228.17,29773.44,31228.17,1900,0.06,21363132
2023-06-01,29094.57,29385.51,28852.11,29385.51,350,0.01,11750300
2023-05-31,29288.53,29385.51,28997.59,29046.08,-250,-0.01,9329001
2023-05-30,29482.49,29530.99,29094.57,29288.53,0,0,8494200
2023-05-29,29094.57,29288.53,28900.6,29288.53,300,0.01,2867401
2023-05-26,28997.59,29046.08,28755.13,28997.59,100,0,1947900
2023-05-25,28900.6,28997.59,28706.64,28900.6,0,0,2773800
2023-05-24,29482.49,29627.97,28852.11,28900.6,-550,-0.02,17254201
2023-05-23,29773.44,29773.44,29094.57,29434,-150,0,4307400
2023-05-22,28803.62,29676.46,28803.62,29579.48,850,0.03,10641400
2023-05-19,28658.15,28852.11,28367.2,28755.13,100,0,5171034
2023-05-18,28367.2,28803.62,28367.2,28658.15,300,0.01,6128900
2023-05-17,28803.62,28997.59,28367.2,28367.2,-550,-0.02,9071000
2023-05-16,29191.55,29191.55,28852.11,28900.6,-100,0,4229000
2023-05-15,28561.17,29240.04,28512.68,28997.59,600,0.02,11455500
2023-05-12,28221.73,28415.69,28124.75,28415.69,200,0.01,3338600
2023-05-11,28609.66,28609.66,28221.73,28221.73,-200,-0.01,2752600
2023-05-10,28464.19,28512.68,28221.73,28415.69,0,0,5934400
2023-05-09,28561.17,28609.66,28173.24,28415.69,-100,0,2792601
2023-05-08,28027.77,28512.68,27833.8,28512.68,700,0.02,6278300
2023-05-05,28173.24,28318.71,27591.35,27833.8,-350,-0.01,5652600
2023-05-04,28609.66,28609.66,28027.77,28173.24,-450,-0.02,3471201
2023-04-28,29046.08,29046.08,28609.66,28609.66,-400,-0.01,4883400
2023-04-27,29288.53,29288.53,28949.09,28997.59,-100,0,2747200
2023-04-26,28318.71,29094.57,27979.28,29094.57,1000,0.03,7225600
2023-04-25,28755.13,28949.09,28124.75,28124.75,-500,-0.02,6045500
2023-04-24,27833.8,28852.11,27785.31,28609.66,800,0.03,3648700
2023-04-21,28124.75,28124.75,27833.8,27833.8,-150,-0.01,3679800
2023-04-20,28027.77,28124.75,27688.33,27979.28,-150,-0.01,7730700
2023-04-19,28318.71,28512.68,28124.75,28124.75,-150,-0.01,6378100
2023-04-18,28512.68,28512.68,28027.77,28270.22,-300,-0.01,4615500
